TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages
A75607,99899673,132379,Wing A3748A; ESTC R210494,Restricted,"Knightley, Alexander, d. 1696.",1696,"The arraignment, confession, and condemnation of Alexander Knightley for the horrid and execrable conspiracy to assassinate His sacred Majesty, K. William, in order to a French invasion of this kingdom: at the Kings Bench Bar, Westminster, on the 30th of April, and the 20th and 25th of May.","Trials (Treason) -- England -- London -- Early works to 1800.; Great Britain -- History -- William and Mary, 1689-1702 -- Early works to 1800.",12
A78155,99866875,168603,Wing B812; Thomason E985_11; ESTC R207848,Restricted,,1659,"The first and second parts of Invisible John made visible: or A grand pimp of tyranny portrayed, in Barksteads arraignment at the barre, vvhere he stands impeached of high treason, and other gross misdemeanours, as the late tyrant's bum-bailiff, in his most arbltrary [sic], oppressive and tyrannical invasions of the rights and liberties of English-men, within the late cantonized county of Middlesex, the City of London, Tower, &c. Whereunto is added, his barbarous cruelty to that eminent and reverend divine Dr. Iohn Hevvyt and others. Together with five queries to the Parliament, Council of State, and Army, occasioned by the preceding plea for justice; but not unworthy of their perusal.; Invisible John made visible.","Hewit, John, 1614-1658 -- Early works to 1800.; Barkstead, John, d. 1662 -- Early works to 1800.; Trials (Treason) -- England -- Early works to 1800.; Political satire, English -- Early works to 1800.; Great Britain -- History -- Commonwealth and Protectorate, 1649-1660 -- Early works to 1800.",8
A81292,99871496,156183,Wing D100; Thomason E126_35; ESTC R21757,Restricted,W. D.,1642,"True and remarkable passages from the last of October to this present day. From these severall places following; namely, from [brace] New-Castle. Durham. Rippon. The county of Lincolne. from Redding. Shrewsbury. Bristoll. Cornwall. Excester. Wherein are set down the daily machinations, and perverse practises of the malignant party against the Honourable the High Court of Parliament, with their ill successe in divers of their attempts and purposes. by W. D.","Great Britain -- History -- Civil War, 1642-1649 -- Early works to 1800.",8
A81433,99866837,168695,Wing D1354; Thomason E995_22; ESTC R207809,Restricted,"Delamer, George Booth, Baron, 1622-1684.; Presbyter, John, Sir.",1659,"A dialogue betwixt Sir George Booth, and Sir John Presbyter, at their first meeting near Chester, upon the rendezvousing of the Army: wherein, most of the machinations depending upon that affair, are discovered.","Delamer, George Booth, -- Baron, 1622-1684 -- Early works to 1800.; Presbyter, John, -- Sir -- Early works to 1800.",8
A81751,99868210,169863,Wing D2190; Thomason E1370_3; ESTC R209327,Restricted,,1650,"Beware the beare the strange, but pleasing history of Balbulo and Rosina. Who having appointed a mid-night meeting ere the consummation of their intended marriage, were extreamly disturbed by the saucy intrusion of a licquorish beare. Who not onely frustrated their solace, sindg'd his own hyde, and put Rosina into a cold sweat, but procured the destruction of a most enabling posset. Full of pleasant mirth and varietie.",,16
A83944,99862320,161208,Wing E2934; Thomason E402_20; Thomason E410_8; ESTC R201829,Restricted,,1647,"England know thy drivers, and their driver: or, Democritus natu minimus laughing at the epidemical phrensie of his own nation being so overwhelmed in iniquity, and stupidity, and so hoodwinked by the snares, and slights of its artificial, and pernitious drivers, that it discerneth not in their subtile machinations the indignation of the cheif [sic], omniscient, and omnipotent driver. Whereby England may bee advertised to avoid, and beat back the smart-lash of some of those drivers upon themselves, to whom it is most proper, and thereby may appease the wrath of the cheif [sic] driver.","Great Britain -- History -- Civil War, 1642-1649 -- Early works to 1800.",8
A86720,99899573,153988,Wing H3380AC; ESTC R230327,Restricted,,1679,"The humble address of the heirs, executors, administrators and assigns of Sir William Courten and Sir Paul Pyndar, late of London, Knights; and William Courten Esq; deceased together with their creditors and legatees, and other proprietors and adventurers with them to the East-Indies, China and Japan, faithfully represented to both Houses of Parliament, prorogued to the 26th. of January 1679.","Courten, William, d. 1655 -- Early works to 1800.; Courten, William, -- Sir, 1572-1636 -- Early works to 1800.; Pindar, Paul, -- Sir, 1565 or 6-1650 -- Early works to 1800.; Nederlandsche Oost-Indische Compagnie -- Early works to 1800.; Merchant ships -- England -- Early works to 1800.; Great Britain -- History -- Stuarts, 1603-1714 -- Early works to 1800.; Great Britain -- Foreign relations -- 1603-1688 -- Early works to 1800.",5
A87791,99872219,169366,Wing K635; Thomason E1085_12; ESTC R28968,Restricted,"Kirkman, Francis, 1632-ca. 1680.",1661,"The Presbyterian lash. Or, Noctroff's maid whipt. A tragy-comedy. As it was lately acted in the great roome at the Pye Tavern at Algate. By Noctroffe the priest, and severall his parishoners at the eating of a chine of beefe. The first part.","Crofton, Zachary, 1625 or 6-1672. -- Perjury the proof of forgery -- Humor -- Early works to 1800.; Presbyterianism -- Humor -- Early works to 1800.",32
A88243,99861993,160228,Wing L2171; Thomason E386_19; ESTC R201489,Restricted,"Lilburne, John, 1614?-1657,",1647,"The recantation of Lieutenant Collonel John Lilburne, prisoner in the Tower. Opening, all the machinations of the Independent partie: their various practises and judgements. With the reasons or grounds of his unexpected revolt from that party: also certain rules to know them, with cautions to shun most of their pernicious heresies.","Lilburne, John, 1614?-1657 -- Imprisonment -- Early works to 1800.; Civil rights -- England -- Early works to 1800.; Detention of persons -- England -- Early works to 1800.; Great Britain -- History -- Civil War, 1642-1649. -- Early works to 1800.",8
A89620,99867571,119887,Wing M858; Thomason E1499_2; ESTC R208642,Restricted,"Martini, Martino, 1614-1661.",1654,"Bellum Tartaricum, or The conquest of the great and most renowned empire of China, by the invasion of the Tartars, who in these last seven years, have wholy subdued that vast empire. Together with a map of the provinces, and chief cities of the countries, for the better understanding of the story. / Written originally in Latine by Martin Martinius, present in the country at most of the passages herein related, and now faithfully translated into English.; De bello Tartarico historia. English","Catholic Church -- China -- Early works to 1800.; China -- History -- Tatar Conquest, 1643-1644 -- Early works to 1800.; China -- History -- Qing dynasty, 1644-1912 -- Early works to 1800.",251
A90805,99895510,152962,Wing P2770A; ESTC R229739,Restricted,,1689,"The politicks of the French King, Lewis the XIV. discovered with respect to Rome. Emperour, and princes of the Empire. Spain. England. United Provinces. Northern princes. Suisse cantons: and of Savoy. With a short account of his religion. Translated from the French. Licensed according to order.; Aprit de la France et les maximes de Louis XIV découvertes ̀l'Europe. English.","Louis -- XIV, -- King of France, 1638-1715 -- Early works to 1800.; France -- Foreign relations -- 1643-1715 -- Early works to 1800.; France -- History -- Louis XIV, 1643-1715 -- Early works to 1800.",98
A90893,99867808,169700,Wing P3080; Thomason E1259_1; ESTC R208890,Restricted,"Powell, Vavasor, 1617-1670.",1650,"Christ and Moses excellency, or Sion and Sinai's glory. Being a triplex treatise, distinguishing and explaining the two covenants or the gospel and law: and directing to the right understanding applying, and finding of the informing and assuring promises, that belong to both Covenants. By Vavasor Povvell, preacher of the Gospel in Wales.",Jesus Christ -- Early works to 1800.; Moses -- (Biblical leader) -- Early works to 1800.; Christian literature -- Early works to 1800.,581
A93323,99864327,116554,Wing S3978; Thomason E1185_1*; ESTC R204871,Restricted,"Slater, Samuel, d. 1704.",1644,"The two covenants from Sinai, and Sion, drawn up catechetically, and plainly. Together with a briefe appendix, directing about the use of the new covenant in a practicall way. Published for the benefit especially of the inhabitants of Eastham, Essex. / By Samuel Slater.",Covenant theology -- Early works to 1800.,31
A94206,36272993,150247,Wing S6A; ESTC R42325,Restricted,A. S.,1696,"God glorified, and the wicked snared in a thanksgiving sermon for the most happy preservation of His Majesty, King William III. from a most horrid and barbarous assassination, in order to an invasion from France / by A.S.","William -- III, -- King of England, 1650-1702.; Bible. -- O.T. -- Psalms IX, 16 -- Sermons.; Thanksgiving sermons.; Sermons, English -- 17th century.",32
A94898,99873315,156251,Wing T2421; Thomason E128_26; ESTC R845,Restricted,"One that hath knowne all their plots, and by him discovered for the benefit of this common-wealth.",1642,"A true and certaine relation of sundry great machinations and plots of divers Iesuites, priests, and other papists in severall parts of this kingdome against the proceedings of the Honourable the High Court of Parliament. And for the bringing of superstition and popery into this kingdome. Together with the coppy of a bull sent by the pope to Father William Stillington, provinciall of the English Jesuites, promising in it plenary indulgence to all those that should assist the papists cause; that is, full remission of their fines. Published by one that hath knowne all their plots, and by him discovered for the benefit of this common-wealth.","Urban, -- Pope, 1568-1644 -- Early works to 1800.; Stillington, William, 1597-1654 -- Early works to 1800.; Catholic Church. -- Pope (1623-1644 : Urban VIII) -- Early works to 1800.",8
A94922,42475240,151398,Wing T2490B; ESTC R43784,Restricted,,1682,"A True and impartial account of the cruel and bloody murther committed upon the body of Thomas Thin, Esq., well known in the west of Engl. for an estate of near 120000 l. a year on Sunday the 12th of February, 1682, between the hours of seaven and eight at night, who was barbarously and inhumanely butcher'd in his own coach in the open street, by three out-landish villains, named, Frederick Fratz, a German captain, and George Boroskie, a Polander, and John Stern, a German ... letting you know the cause of this assassination, which they alledge was in the vindication of Count Charles John Conningsmarke ...","Thynne, Thomas, 1648-1682.; Borodzycz, George, d. 1682.; Vratz, Christopher, d. 1682.; Stern, John, d. 1682.; Murder -- England.",11
A94940,42475242,151401,Wing T2532B; ESTC R43786,Restricted,,1674,"A True and perfect narrative of the late dreadful famine in the great and populous city of Messina in the straits where vast multitudes of men, women, and children, have miserably perished in the streets, for want of food ... : with a description of the place, the occasions and manner of their revolting last summer from Spain, and putting themselves under the protection of the crown of France ... / extracted from several letters from Milan, Naples, and Palermo.",Famine -- Italy -- Messina -- Early works to 1800.; Messina (Italy),11
A95420,99863646,115856,Wing T3440; Thomason E464_32; ESTC R203844,Restricted,"Philanactos, Demophilus.",1648,"Tvvo epitaphs, occasioned by the death of Sr Charles Lucas, and Sr George Lisle, basely assassinated at Colchester.","Lisle, George, -- Sir, d. 1648.; Lucas, Charles, -- Sir, 1613-1648.; Great Britain -- History -- Civil War, 1642-1649 -- Early works to 1800.; Colchester (England) -- History -- 17th century -- Early works to 1800.",7
A95640,99866250,166257,Wing T763; Thomason E673_9; ESTC R207180,Restricted,,1652,"Terrible and bloudy newes from sea: being a full relation of the last great and terrible fight at sea, between the two fleets of England and Holland, comanded by General Blake and Admiral Vantrump; the great losse on both sides impartially related: with the particulars of a former fight, and a list of the ships then taken; sent in a letter from Gen. Blake to a personage of honour. Likewise, the States of Hollands letter to the States of Hamburgh, and the other cities thereabouts for aid and assistance; and their issuing out orders to the East-India Company, against the English in the East-Indies; the preparations that are making in Denmark and Sweden, and a discovery of the King of Polands plot, in the late massacre of the army by the Tartars and Cossacks.","Blake, Robert, 1599-1657.; Tromp, Maarten Harpertsz., 1598-1653.; Anglo-Dutch War, 1652-1654 -- Early works to 1800.; Netherlands -- History -- 1648-1714 -- Early works to 1800.; Great Britain -- History, Naval -- Stuarts, 1603-1714 -- Early works to 1800.",8
A96533,99867365,119672,Wing W228; Thomason E1671_2; ESTC R208410,Restricted,"Wake, Isaac, Sir, 1580?-1632.",1655,"A three fold help to political observations contained in three discourses. Written by that learned and experienced gentleman, Sir Jsaac Wake. 1. The first concerning the thirteen cantons of the Helvetical League, or of the Switzers. 2. The second declaring the state of Italy, as it stood neer about the year 1625. 3. The third touching the proceedings of the King of Sweden in his wars in Germany. Published for the benefit of the diligent observer.",Italy -- Politics and government -- 1559-1789 -- Early works to 1800.; Sweden -- History -- 17th century -- Early works to 1800.; Switzerland -- Politics and government -- 1499-1648 -- Early works to 1800.; Switzerlnad -- Politics and government -- 1648-1789 -- Early works to 1800.,141
A96936,47683578,173033,Wing W3593B; ESTC R234035,Restricted,,1666,"The worlds wonder! or, The prophetical fish. Being a full description of this monster, its length & breadth with predictions on it. As it was taken by fisher-men in the port of Cucanga, neer the province and kingdom of China, in the year 1664. and sent to the emperour of Germany, and from thence convey'd to his Royal Majesty, the king of Greeat Brittain, &c. To the tune of, When stormy winds do blow.","Charles -- II, -- King of England, 1630-1685 -- Poetry.; Great Britain -- Politics and government -- Poetry.; Broadsides -- England -- London -- 17th century.",3
B00052,52633240,174043,STC 11255; ESTC S92572,Restricted,"Frampton, John, fl. 1577-1596.",1580,"A discouerie of the countries of Tartaria, Scithia, & Cataya, by the northeast: with the maners, fashions, and orders which are vsed in those countries. / Set foorth by Iohn Frampton merchaunt.","Asia -- Description and travel -- Early works to 1800.; Africa, East -- Description and travel -- Early works to 1800.",90
B04078,53299166,179911,Wing L2448; ESTC R179824,Restricted,,1687,"A list of the imperial forces in the kingdom of Hungary, in the year 1686. and 1687. As also of the Turks army, (and Tartars) under the command of Soliman Azen, Grand Vizier.",Hungary. -- Honvédség. -- Registers -- 17th century -- Sources.; Turkey. -- Ordu. -- Registers -- 17th century -- Sources.; Broadsides -- England -- 17th century.,1
B04192,53981543,180278,Wing L3132A; ESTC R180086,Restricted,"France. Sovereign (1643-1715 : Louis XIV); Louis XIV, King of France, 1638-1715.",1696,"The French Kings new declaration (being his publick manifesto in vindication of himself and the late King James from being any ways aiding, assisting or privy to the late intended assassination of King William.) / Translated from the original at Paris.","William -- III, -- King of England, 1650-1702 -- Assassination attempt, 1696.; James -- II, -- King of England, 1633-1701.; France -- Foreign relations -- Great Britain -- Early works to 1800.; Great Britain -- Foreign relations -- France -- Early works to 1800.",4
B04652,49520949,174187,Wing O6; ESTC R181128,Restricted,"Owen, James, 1654-1706.",1696,"Salvation improved: in a sermon upon the 16th of April, 1696. : Being the day of solemn thanksgiving for the preservation of His Majesty's sacred person, from barbarous assassination; and of this kingdom, from French invasion. / Preached at Oswestry, by J.O. minister of the Gospel.","William -- III, -- King of England, 1650-1702 -- Assassination attempt, 1696.; Bible. -- O.T. -- Psalms CXLIV, 10 -- Sermons.; Sermons, English -- 17th century.",31
B06293,99885046,182893,Wing T3172B; Interim Tract Supplement Guide C.20.f.4[224],Restricted,,1680,"Truths triumpant; or, A familiar epistle from the Muffty of the Grand Cham of Tartary, to those fathers of falshood the Jesuites, whose superstitious doctrines are not only detected but derided, and reasons and natures eyes opened.",Jesuits -- Controversial literature -- Poetry -- Early works to 1800.,1
B06905,99887008,181701,Interim Tract Supplement Guide C.20.f.2[380],Restricted,"Radcliffe, Alexander, fl. 1669-1696.",1680,"Bacchinalia coelestia: a poem, in praise of punch: compos'd by the gods and goddesses in Cabal.","Beverages -- Poetry -- Early works to 1800.; Mythology, Roman -- Poetry -- Early works to 1800.",1
B09902,64551707,184778,Wing R1939A; ESTC R224568,Restricted,"Rose, Joseph, fl. 1694.",1694,"A proposal for the sale of several rich Indian goods, by way of ticket or lot to the value of 1500 1. Consisting of fine cabinets and skreens, tables, stands and glasses, tea-tables and stands; chests, trunks, &c. and several other sorts of Japan: several sets of fine china jars; also all sorts of China fine Indian wrought beds and quilts, rich Indian silks, viz. atlasses, cuttanees, and several other sorts of Indian silks, fine Indian fanns, muslins and calicoes and several others too long to incert.","Lotteries -- England -- Early works to 1800.; Great Britain -- History -- William and Mary, 1689-1702 -- Early works to 1800.; Broadsides -- England -- 17th century.",1
B14977,99838807,177443,STC 18507.346; ESTC S103048,Restricted,,1624,"A continuation of the former newes Three great inuasions already attempted: the one by Bethlem Gabor, who with the Turkes is already come downe beyond the riuer Donaw: the other by the Count of Thurne, hauing the command of the Marquis of Iaggendorps forces, hath now entred into Selesia: the last by the Tartars vpon Polonia, which hath driuen them all to amazement. With the present estate of the siege of Breda, and in what manner Spinola hath beleager'd the towne. Likewise the resolution of the Colledge of Electors, concerning the succession of the Palatinate; as also the late commotion newly hapned in Rome; with the arrest of the Emperors Ambassador in Turkie, and diuers other occurrents.",Europe -- History -- 1517-1648 -- Early works to 1800.,22
B17222,17811280,106669,Wing A3760; ESTC R11595,Restricted,"Parkyns, William, Sir, 1649?-1696.; Friend, John, Sir, d. 1696.; England and Wales. Court of Quarter Sessions of the Peace (Middlesex)",1696,"The arraignment, tryal, and condemnation of Sir William Parkins Knt. for the most horrid and barbarous conspiracy to assassinate His Most Sacred Majesty King William, and for raising of forces in order to a rebellion, and encouraging a French invasion into this kingdom: who was found guilty of high-treason, March 24 1695/6 at the Sessions-House in the Old-Baily: together with a true copy of the papers delivered by Sir William Parkins, and Sir John Friend to he sheriffs of London and Middlesex, at the time of their execution.","Parkyns, William, -- Sir, 1649?-1696.; Trials (Treason) -- Great Britain -- Early works to 1800.; Great Britain -- History -- William and Mary, 1689-1702.",51
B23787,12191690,199150,Wing G2163,Restricted,"Magalotti, Lorenzo, conte, 1637-1712. Viaggio del P. Giovanni Grueber tornando per terea da China in Europa. English.; Grueber, Johann, 1623-1680.; Orville, Albert, comte d', 1621-1662.; Thévenot, M. (Melchisédech), 1620?-1692.",1676,"China and France, or, Two treatises the one, of the present state of China as to the government, customs, and manners of the inhabitants thereof ... from the observation of two Jesuites lately returned from that country, written and published by the French Kings cosmographer and now Englished : the other, containing the most remarkable passages of the reign and life of the present French King, Lewis the Fourteenth, and of the valour of our English in his armies.","Louis -- XIV, -- King of France, 1638-1715.; Grueber, Johann, 1623-1680.; Orville, Albert, -- comte d', 1621-1662.; China -- Description and travel.; France -- History -- Louis XIV, 1643-1715.",224
B25774,31355847,205900,Wing L1117,Restricted,"L'Epy, Heliogenes de.",1689,"A voyage into tartary containing a curious description of that country, with part of Greece and Turky, the manners, opinions, and religion of the inhabitants therein, with some other incidents / by M. Heliogenes de L'Epy, doctor in philosophy.",Middle East -- Description and travel -- Early works to 1800.; Greece -- Description and travel -- Early works to 1800.; Turkey -- Description and travel -- Early works to 1800.,221
B31907,99887895,190904,Wing W2434; Interim Tract Supplement Guide 21.h.3[182]; ESTC R228569; ESTC R225364; ESTC R228569,Restricted,"England and Wales. Sovereign (1694-1702 : William III); William III, King of England, 1650-1702.",1696,"By the King, a proclamation. William R. Whereas his Majesty hath received information upon oath, of a horrid and detestable conspiracy, to assassinate and murther his Royal Person, carried on by Papists and other wicked and traiterous persons; ...","Anti-catholicism -- England -- Early works to 1800.; Conspiracies -- England -- Early works to 1800.; Great Britain -- History -- William and Mary, 1689-1702 -- Early works to 1800.",2
